Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Days;CLASS;LOTSTART;AGE;LTD Day Degrees;Period Mortality %
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;;0,89;HATCHERY-5;;2014;April;16/4/2014;29/5/2014;1,9;6,8;6,6;3,03;2,72;1,9;LINE-4 1.3 mm;LINE-4;SUPPLIER-1;672;0;0;120160;228,304;118993;809,1524;0;0;0;580,8484;95,35696;1,1569283827;7,047204525;1167;0;0;3,4;5,72;2,97;499;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,74;0;0;0;0;2;1167;0,9712050599;1,1569204156;690;0-20;0-20;43;GOOD;1/4/2014;58;912,92;0,9712050599
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;0,89;1,65;HATCHERY-5;;2014;April;29/5/2014;26/6/2014;6,8;12,7;15,77;-19,47;15,25;6,8;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;1216;0;0;118993;809,1524;117858;1496,7966;0;0;0;687,6442;988,1821;1,768356368;1,2305424274;1180;0;0;3,88;3,51;2,23;819;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;19,76;0;0;0;0;2;2302;1,9157789614;1,4686677126;574;0-20;0-20;28;BAD;1/4/2014;86;1699,36;0,9916549713
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;1,12;2,7;HATCHERY-5;;2014;April;31/7/2014;26/8/2014;15,82;30,2;26,06;15,89;23,03;15,82;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;940;0;0;63850;1010,107;80780;2439,556;0;0;311,5616;1117,8874;538,6948;0,8408718087;1,7449583697;2940;0;0;2,85;4,1;2,49;650;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;25,15;0;0;2;0;1;6627,74;8,1318690487;1,5817344704;530;0-20;20-50;26;GOOD;1/4/2014;147;3697,05;4,6045418951
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;2,92;1,7;HATCHERY-5;;2014;April;31/8/2014;26/9/2014;32,81;52;51,78;0,42;33,6;32,81;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1825;0;0;80630;2645,4703;79110;4113,72;0;0;0;1468,2497;12,6257;1,2429765863;144,5464409894;1570;0;0;2,11;2,65;1,77;1700;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,52;0;0;0;0;2;8297,74;10,1808663406;1,4241977569;662;20-50;50-100;26;GOOD;1/4/2014;178;4364,56;1,9471660672
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;1,78;2,49;HATCHERY-5;;2014;April;30/9/2014;29/10/2014;54,59;78;71,08;9,74;64,89;54,59;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1695;0;0;78840;4303,8756;77050;6009,9;0;0;0;1706,0244;695,8989;0,9935379588;2,4356986338;1860;0;0;1,14;1,26;1,23;1375;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,65;0;0;0;0;2;10287,74;12,6224858681;1,2921612485;596;50-100;50-100;29;GOOD;1/4/2014;211;4357,15;2,3592085236
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;2,49;3,02;HATCHERY-5;;2014;April;29/10/2014;29/11/2014;78;97;92,7;4,64;90,13;78;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1700;0;0;77050;6009,9;75090;7283,73;0;0;0;1273,83;757,9617;1,3345579865;2,2428573898;2030;0;0;0,83;0,86;0,7;1600;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;17,23;0;0;0;0;2;12277,74;15,0641053955;1,2965163661;537;50-100;50-100;31;GOOD;1/4/2014;242;4169,66;2,6346528228
REGION-2;SITE-3;217_OK-26;217_‘”_0414_179;‘”…–œ’—¡;3,02;3,75;HATCHERY-5;;2014;April;29/11/2014;24/12/2014;97;123;108,2;13,68;99,58;97;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1435;0;0;75090;7283,73;73610;9054,03;0;0;0;1770,3;46,3538;0,8105970739;30,9575482485;1520;0;0;0,71;0,79;0,95;1310;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,62;0;0;0;0;2;13737,74;16,8554443453;1,1937671644;390;50-100;100-150;25;GOOD;1/4/2014;267;4170,54;2,0242375816
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;;1,07;HATCHERY-5;;2014;April;16/4/2014;29/5/2014;1,9;5,7;6,8;-16,18;2,47;1,9;LINE-4 1.1 mm;LINE-4;SUPPLIER-1;555;0;0;95150;180,785;94160;536,712;0;0;0;355,927;51,7902;1,5593085099;10,7163131249;990;0;0;3,95;6,28;2,55;354;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,74;0;0;0;0;2;990;1,0404624277;1,5592866053;547;0-20;0-20;43;BAD;1/4/2014;58;912,92;1,0404624277
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;1,07;0,8;HATCHERY-5;;2014;April;29/5/2014;26/6/2014;5,7;10,3;13,21;-22,03;12,78;5,7;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;792;0;0;94160;536,712;92985;957,7455;0;0;0;421,0335;651,6363;1,8810854718;1,2154019044;1225;0;0;3,89;3,45;2,11;597;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;19,76;0;0;0;0;2;2165;2,2753547031;1,7105006593;574;0-20;0-20;28;BAD;1/4/2014;86;1699,36;1,3009770603
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;0,86;1,14;HATCHERY-5;;2014;April;3/8/2014;26/8/2014;14,65;28;27,21;2,9;23,63;14,65;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;755;0;0;70340;1030,481;48960;1370,88;0;311,56;0;651,959;438,0038;1,1580482822;1,7237293375;1570;0;0;1,44;0,87;2,82;450;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;25,21;0;1;1;0;1;3297,83;6,5928527633;1,8780959995;505;0-20;20-50;23;GOOD;1/4/2014;147;3705,87;2,2320159227
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;1,31;2,95;HATCHERY-5;;2014;April;31/8/2014;26/9/2014;32,31;56,3;53,13;5,97;33,18;32,31;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1205;0;0;48810;1577,0511;47330;2664,679;0;0;0;1087,6279;-6,6417;1,1079156759;-181,4294533026;1530;0;0;2,24;2,94;2,14;1130;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,52;0;0;0;0;2;4927,83;9,8514652461;1,4792544789;662;20-50;50-100;26;GOOD;1/4/2014;178;4364,56;3,1346035648
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;3,09;;HATCHERY-5;;2014;April;30/9/2014;29/10/2014;59,32;81;78,84;2,74;71,04;59,32;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1200;0;0;47100;2793,972;45390;3676,59;0;0;0;882,618;430,5336;1,3595915787;2,7872389054;1770;0;0;1,29;1,38;1,07;825;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,65;0;0;0;0;2;6797,83;13,5898734319;1,422034333;618;50-100;50-100;29;GOOD;1/4/2014;211;4357,15;3,7579617834
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;;;HATCHERY-5;;2014;April;29/10/2014;29/11/2014;81;93,3;97,15;-3,96;93,51;81;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1100;0;0;45390;3676,59;43710;4078,143;0;0;0;401,553;410,7321;2,7393644176;2,6781447079;1750;0;0;0,92;0,91;0,46;1075;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;17,23;0;0;0;0;2;8497,83;16,9884263281;1,5487736498;537;50-100;50-100;31;BAD;1/4/2014;242;4169,66;3,8554747742
REGION-2;SITE-3;217_OK-27;217_‘”_0414_179;‘”…–œ’—¡;;;HATCHERY-5;;2014;April;29/11/2014;24/12/2014;93,3;118;106,58;10,71;96,25;93,3;BL 3.5 BREAM;LINE-2;SUPPLIER-1;980;0;0;43710;4078,143;42410;5004,38;0;0;0;926,237;3,8195;1,0580445394;256,5780861369;1350;0;0;0,87;0,96;0,94;905;0;√;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,62;0;0;0;0;2;9797,83;19,5873197193;1,4508243748;390;50-100;100-150;25;GOOD;1/4/2014;267;4170,54;3,088538092
REGION-2;SITE-3;217_OK-28;217_‘”_0414_179;‘”…–œ’—¡;;;HATCHERY-5;;2014;April;16/4/2014;29/5/2014;1,9;7,3;7,58;-3,69;2,86;1,9;LINE-4 1.3 mm;LINE-4;SUPPLIER-1;569;0;0;84280;160,132;83131;606,8563;0;0;0;446,7243;77,62266;1,2737162496;7,3303336938;1149;0;0;3,95;6,74;3,13;393;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,74;0;0;0;0;2;1149;1,363312767;1,2737105472;690;0-20;0-20;43;BAD;1/4/2014;58;912,92;1,363312767
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;;1,42;HATCHERY-5;;2014;April;16/4/2014;29/5/2014;1,9;6,5;8,27;-21,4;3,8;1,9;LINE-4 1.1 mm;LINE-4;SUPPLIER-1;839;0;0;109850;208,715;108896;707,824;0;0;0;499,109;205,0898;1,680995534;4,0908909171;954;0;0;4,77;6,51;2,86;295;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,74;0;0;0;0;2;954;0,8684569868;1,6809786942;547;0-20;0-20;43;BAD;1/4/2014;58;912,92;0,8684569868
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;1,42;1,41;HATCHERY-5;;2014;April;29/5/2014;26/6/2014;6,5;11,8;13,71;-13,93;13,09;6,5;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;888;0;0;108896;707,824;107766;1271,6388;0;0;0;563,8148;702,83294;1,5749852611;1,2634581413;1165;0;0;3,3;3,11;2,13;604;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;19,76;0;0;0;0;2;2084;1,8971324533;1,6012361317;574;0-20;0-20;28;BAD;1/4/2014;86;1699,36;1,0698280929
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;;;HATCHERY-5;;2014;April;3/8/2014;26/8/2014;21,35;37;33,17;11,55;29,78;21,35;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1390;0;0;138240;2951,424;93960;3476,52;0;939,86;0;1464,956;786,5648;0,9488339582;1,7671779871;1870;0;0;0,68;-0,41;2,39;1015;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;0;25,21;0;1;1;0;1;5220,15;5,500006269;1,3525312558;530;20-50;20-50;23;GOOD;1/4/2014;147;3705,87;1,3527199074
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;;5,54;HATCHERY-5;;2014;April;31/8/2014;26/9/2014;41,31;68,4;61,58;11,08;42,2;41,31;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2275;0;0;93790;3874,4649;91640;6268,176;0;0;0;2393,7111;-7,2569;0,9504070896;-313,4947429343;2200;0;0;1,76;2,26;1,94;1975;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,52;0;0;0;0;2;7540,15;7,9443832589;1,1717116366;615;20-50;50-100;26;GOOD;1/4/2014;178;4364,56;2,3456658492
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;5,76;6,87;HATCHERY-5;;2014;April;30/9/2014;29/10/2014;71,27;87;97,51;-10,78;86,28;71,27;BL 3.5 BREAM;LINE-2;SUPPLIER-1;3255;0;0;91360;6511,2272;89310;7769,97;0;0;0;1258,7428;1194,4396;2,5859135004;2,7251273317;2120;0;0;1,58;1,58;0,69;2900;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,65;0;0;0;0;2;9800,15;10,3255436026;1,397258723;618;50-100;50-100;29;BAD;1/4/2014;211;4357,15;2,3204903678
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;6,87;8,56;HATCHERY-5;;2014;April;29/10/2014;29/11/2014;87;111;104,97;5,74;103,59;87;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2450;0;0;89310;7769,97;87260;9685,86;0;0;0;1915,89;1269,2934;1,2787790531;1,9302077833;2120;0;0;0,91;0,94;0,79;2400;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;0;17,23;0;0;0;0;2;11850,15;12,4854456842;1,3678954727;537;50-100;100-150;31;GOOD;1/4/2014;242;4169,66;2,3737543388
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;8,56;9,25;HATCHERY-5;;2014;April;29/11/2014;24/12/2014;111;122;125,14;-2,51;115,9;111;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2125;0;0;87260;9685,86;85750;10461,5;0;0;0;775,64;252,565;2,7396730442;8,4136756874;1580;0;0;0,84;0,87;0,38;1950;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,62;0;0;0;0;2;13370,15;14,0869340569;1,4640826788;390;100-150;100-150;25;BAD;1/4/2014;267;4170,54;1,8106807243
REGION-2;SITE-3;217_OK-29;217_‘”_0414_179;‘”…–œ’—¡;9,47;9,74;HATCHERY-5;;2014;April;31/12/2014;29/1/2015;125,47;131;136,45;-3,99;137,05;125,47;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1890;0;0;85370;10711,3739;84080;11014,48;0;0;0;303,1061;811,7901;6,2354403293;2,3281880378;1290;0;0;0,6;0,59;0,15;1150;0;¬;‘”…–œ’—¡ 2014;;Unchecked;;0;2;12,5;0;0;0;0;2;15100,15;15,9096806917;1,6132506934;347;100-150;100-150;29;BAD;1/4/2014;303;3787,5;1,5110694623
REGION-2;SITE-3;217_OK-31;217_‘”_0414_179;‘”…–œ’—¡;0,33;0,74;HATCHERY-5;;2014;May;29/5/2014;26/6/2014;10,8;24,8;28,6;-13,29;28,62;10,8;LINE-2 2.0mm;LINE-2;SUPPLIER-1;733;0;0;34770;375,516;33860;839,728;0;0;0;464,212;593,5572;1,5790199305;1,2349273162;950;0;0;4,54;4,18;2,97;460;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;19,76;0;0;0;0;2;1140;3,2571428571;1,5789635246;574;0-20;20-50;28;BAD;1/4/2014;86;1699,36;2,7322404372
REGION-2;SITE-3;217_OK-31;217_‘”_0414_179;‘”…–œ’—¡;2,47;2,6;HATCHERY-5;;2014;April;3/8/2014;26/8/2014;29,72;48,5;44,18;9,78;38,89;29,72;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1140;0;0;94080;2796,0576;60740;2945,89;0;973,55;0;1123,3824;539,671;1,0147924696;2,1123981092;1760;0;0;0,23;-1,55;2,13;915;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;25,21;0;1;1;0;1;3914,79;6,3318360932;1,1188225228;530;20-50;20-50;23;GOOD;1/4/2014;147;3705,87;1,8707482993
REGION-2;SITE-3;217_OK-31;217_‘”_0414_179;‘”…–œ’—¡;2,84;5,11;HATCHERY-5;;2014;April;31/8/2014;26/9/2014;53,51;87,8;77,91;12,69;54,55;53,51;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1775;0;0;60070;3214,3457;58150;5105,57;0;0;0;1891,2243;-42,2632;0,9385454703;-41,9987128282;1970;0;0;1,67;2,14;1,9;1475;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,52;0;0;0;0;2;6504,79;10,5209383136;1,0503999519;639;50-100;50-100;26;GOOD;1/4/2014;178;4364,56;3,2795072416
REGION-2;SITE-3;217_OK-31;217_‘”_0414_179;‘”…–œ’—¡;5,27;6,39;HATCHERY-5;;2014;April;30/9/2014;29/10/2014;90,97;115;117,29;-1,95;107,03;90,97;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2175;0;0;57890;5266,2533;55535;6386,525;0;0;0;1120,2717;677,65775;1,9414933002;3,2095847793;2425;0;0;1,29;1,34;0,81;2175;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,65;0;0;0;0;2;9049,79;14,6372569047;1,225007388;596;50-100;100-150;29;BAD;1/4/2014;211;4357,15;4,1889790983
REGION-2;SITE-3;217_OK-31;217_‘”_0414_179;‘”…–œ’—¡;6,39;8,02;HATCHERY-5;;2014;April;29/10/2014;29/11/2014;115;149,4;137,55;8,62;127,1;115;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1985;0;0;55535;6386,525;53695;8022,033;0;0;0;1635,508;438,1095;1,2136901807;4,5308307626;1910;0;0;0,89;0,97;0,84;1610;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;17,23;0;0;0;0;2;10899,79;17,6294727764;1,2162086513;554;100-150;100-150;31;GOOD;1/4/2014;242;4169,66;3,4392725308
REGION-2;SITE-3;217_OK-09;217_‘”_0614_187;‘”…–œ’—¡;3,54;2,52;HATCHERY-5;;2014;…Ô˝ÌÈÔÚ;31/12/2014;23/3/2015;91,85;96;106,39;-9,77;106,59;91,85;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2680;0;0;92860;8529,191;89356;8578,176;0;0;0;48,985;995,26504;54,7106257017;2,6927500638;3504;0;0;0,38;0,36;0,05;2215;0;√;‘”…–œ’—¡ 2015;;Unchecked;;0;3;11,93;0;0;0;0;4;19542,2;16,7502800685;1,8030382743;939;50-100;50-100;82;BAD;1/6/2014;295;3519,35;3,7734223562
REGION-2;SITE-3;217_OK-10;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;1/11/2014;29/11/2014;42;79,2;63,83;24,08;64,8;42;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2975;0;0;38770;1628,34;97330;7708,536;0;0;3488,8;2591,396;1189,844;1,148029865;2,5003277741;2220;0;0;6,37;12,09;2,27;1750;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;17,16;0;0;3;0;1;14663,5;12,3335411423;1,6391714486;483;20-50;50-100;28;GOOD;1/6/2014;181;3105,96;5,7260768636
REGION-2;SITE-3;217_OK-10;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;29/11/2014;24/12/2014;79,2;96;90,96;5,54;81,54;79,2;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1890;0;0;97330;7708,536;96020;9217,92;0;0;0;1509,384;120,9348;1,2521664467;15,6282558866;1360;0;0;0,9;0,97;0,77;1715;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;15,62;0;0;0;0;2;15973,5;13,4353885114;1,5601590654;390;50-100;50-100;25;GOOD;1/6/2014;206;3217,72;1,397308127
REGION-2;SITE-3;217_OK-10;217_‘”_0614_187;‘”…–œ’—¡;;5,34;HATCHERY-5;;2014;June;31/12/2014;29/1/2015;98,62;102;105,61;-3,42;106,69;98,62;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1330;0;0;95650;9433,003;94275;9616,05;0;0;0;183,047;625,19675;7,2658934591;2,1273303164;1375;0;0;0,48;0,47;0,12;1100;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;12,5;0;0;0;0;2;17768,5;14,9451717385;1,691307634;347;50-100;100-150;29;BAD;1/6/2014;242;3025;1,4375326712
REGION-2;SITE-3;217_OK-10;217_‘”_0614_187;‘”…–œ’—¡;3,56;3,66;HATCHERY-5;;2014;…Ô˝ÌÈÔÚ;29/1/2015;28/2/2015;102;106,29;106,6;-0,29;106,57;102;BL 3.5 BREAM;LINE-2;SUPPLIER-1;915;0;0;94275;9616,05;93040;9889,2216;0;0;0;273,1716;299,2228;3,3495429247;3,0579220567;1275;0;0;0,31;0,31;0,14;860;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;1;11,45;0;0;0;0;3;19003,5;15,9839362429;1,7365886767;344;100-150;100-150;30;BAD;1/6/2014;272;3114,4;1,3524264121
REGION-2;SITE-3;217_OK-10;217_‘”_0614_187;‘”…–œ’—¡;3,66;3,76;HATCHERY-5;;2014;…Ô˝ÌÈÔÚ;28/2/2015;23/3/2015;106,29;110;109,34;0,6;109,48;106,29;BL 3.5 BREAM;LINE-2;SUPPLIER-1;595;0;0;93040;9889,2216;92210;10143,1;0;0;0;253,8784;205,9292;2,3436416804;2,8893425507;885;0;0;0,26;0,26;0,15;325;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;11,81;0;0;0;0;2;19833,5;16,6820532783;1,7506945453;282;100-150;100-150;23;GOOD;1/6/2014;295;3483,95;0,9512037833
REGION-2;SITE-3;217_OK-11;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;14/11/2014;29/11/2014;92,14;115;102,97;11,68;99,42;92,14;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1250;0;0;72940;6720,6916;72280;8312,2;0;0;0;1591,5084;465,386;0,7854184119;2,685942422;830;0;0;1,11;1,2;1,48;1000;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;16,88;0;0;1;0;1;10168,25;11,9009288418;1,1839703872;253;50-100;100-150;15;GOOD;1/6/2014;181;3055,28;1,1379215794
REGION-2;SITE-3;217_OK-11;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;29/11/2014;24/12/2014;115;118;128,67;-8,29;120,83;115;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1700;0;0;72280;8312,2;70980;8375,64;0;0;0;63,44;264,3134;26,7969735183;6,4317586623;1350;0;0;0,81;0,81;0,1;1575;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;15,62;0;0;0;0;2;11418,25;13,3639299534;1,3869930595;390;100-150;100-150;25;BAD;1/6/2014;206;3217,72;1,86773658
REGION-2;SITE-3;217_OK-11;217_‘”_0614_187;‘”…–œ’—¡;;3,93;HATCHERY-5;;2014;June;31/12/2014;29/1/2015;121,23;137;132,23;3,61;132,83;121,23;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1565;0;0;70630;8562,4749;69230;9484,51;0;0;0;922,0351;633,346;1,6973323467;2,4710032115;1400;0;0;0,6;0,61;0,42;925;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;12,5;0;0;0;0;2;13218,25;15,470651554;1,4363018751;347;100-150;100-150;29;GOOD;1/6/2014;242;3025;1,982160555
REGION-2;SITE-3;217_OK-11;217_‘”_0614_187;‘”…–œ’—¡;3,93;3,95;HATCHERY-5;;2014;June;29/1/2015;26/2/2015;137;140;143,4;-2,37;143,09;137;BL 3.5 BREAM;LINE-2;SUPPLIER-1;935;0;0;69230;9484,51;68134;9538,76;0;0;0;54,25;264,78406;17,2350230415;3,5311793316;1136;0;0;0,35;0,35;0,08;820;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;1;11,48;0;0;0;0;3;14288,25;16,7229805055;1,5209350651;310;100-150;100-150;28;BAD;1/6/2014;270;3099,6;1,6409071212
REGION-2;SITE-3;217_OK-11;217_‘”_0614_187;‘”…–œ’—¡;3,95;4,18;HATCHERY-5;;2014;…Ô˝ÌÈÔÚ;26/2/2015;23/3/2015;140;150;144,54;3,78;144,9;140;BL 3.5 BREAM;LINE-2;SUPPLIER-1;650;0;0;68134;9538,76;67239;10085,85;0;0;0;547,09;204,1711;1,1881043338;3,1836043397;921;0;0;0,27;0,27;0,28;330;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;11,75;0;0;0;0;3;15209,25;17,8009197244;1,502206933;304;100-150;150-200;25;GOOD;1/6/2014;295;3466,25;1,3517480259
REGION-2;SITE-3;217_OK-20;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;16/6/2014;30/7/2014;9;16,6;17,1;-2,92;17,11;9;LINE-2 2.0mm;LINE-2;SUPPLIER-1;1010;0;0;120900;1088,1;112340;1864,844;0;0;0;776,744;834,0374;1,3002997126;1,2109768699;8560;0;0;1,59;1,57;1,39;700;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,04;0;0;0;0;1;8560;7,0802315964;1,3002997126;434;0-20;0-20;44;BAD;1/6/2014;59;1359,36;7,0802315964
REGION-2;SITE-3;217_OK-20;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;30/7/2014;26/8/2014;16,6;25,6;27,47;-6,81;24,06;16,6;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;1410;0;0;112340;1864,844;110520;2829,312;0;0;0;964,468;794,2672;1,4619458603;1,7752212354;1870;0;0;2,26;2,33;1,6;855;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;25,12;0;0;0;0;2;10380;8,5856079404;1,3467630593;627;0-20;20-50;27;BAD;1/6/2014;86;2160,32;1,6645896386
REGION-2;SITE-3;217_OK-20;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;31/8/2014;26/9/2014;29,22;45,3;45,85;-1,2;29,8;29,22;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2175;0;0;110340;3224,1348;108170;4900,101;0;0;0;1675,9662;-0,6688;1,2977588689;-3252,0933014354;2230;0;0;2,09;2,59;1,69;2100;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,52;0;0;0;0;2;12730;10,52936311;1,26442779;638;20-50;20-50;26;BAD;1/6/2014;117;2868,84;2,0210259199
REGION-2;SITE-3;217_OK-20;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;30/9/2014;29/10/2014;48,02;63;63,09;-0,14;56,28;48,02;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2036;0;0;107940;5183,2788;105290;6633,27;0;0;0;1449,9912;742,4424;1,4041464528;2,7423002781;2710;0;0;1,19;1,27;0,94;1260;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,65;0;0;0;0;2;15530;12,8453267163;1,2891404109;618;20-50;50-100;29;BAD;1/6/2014;150;3097,5;2,5106540671
REGION-2;SITE-3;217_OK-25;217_‘”_0614_187;‘”…–œ’—¡;;;HATCHERY-5;;2014;June;26/6/2014;30/7/2014;7,7;20,1;21,89;-8,18;21,66;7,7;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;1230;0;0;78745;606,3365;77220;1552,122;0;0;0;945,7855;1066,2487;1,3005062987;1,1535770219;1560;0;0;3,6;3,44;2,82;615;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,59;0;0;0;0;2;1780;2,253164557;1,2755803654;801;0-20;20-50;34;BAD;1/6/2014;59;1391,81;1,9810781637
