Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;CLASS;LOTSTART;AGE
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;0.46;0.78;HATCH-1;;2014;March;3/31/2014;4/30/2014;3.08;5.27;5.59;-5.72;5.6;3.08;MICROLINE 0,8-1,3 mm;MICROLINE;FEEDUS;361;0;0;118875;366.135;117425;618.82975;0;0;0;252.69475;291.445;1.4286011086;1.238655664;1450;0;0;2.5;2.42;1.79;361;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;15.17;0;0;0;0;2;2575;2.1458333333;1.3466140817;472;0-20;0-20;BAD;3/1/2014;60
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;0.78;1.07;HATCH-1;;2014;March;4/30/2014;6/27/2014;5.27;12.4;13.47;-7.94;10.35;5.27;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1151.5;0;0;117425;618.82975;114985;1425.814;0;0;0;806.98425;571.265;1.4269175638;2.0157019947;2440;0;0;2.05;2.27;1.48;654;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.17;0;0;0;0;2;5015;4.1791666667;1.379838884;1013;0-20;0-20;BAD;3/1/2014;118
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;1.07;4.49;HATCH-1;;2014;March;6/27/2014;8/31/2014;12.4;49.33;49.71;-0.76;34.49;12.4;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;5030.5;0;0;114985;1425.814;112692;5559.09636;0;0;0;4133.28236;2460.93308;1.2170714609;2.044143354;2293;0;0;2.55;3.15;2.12;2800;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;22.18;0;0;0;0;2;7308;6.09;1.2461354434;1465;0-20;20-50;BAD;3/1/2014;183
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;4.49;6.24;HATCH-1;;2014;March;8/31/2014;9/25/2014;49.33;68.82;76.76;-10.34;50.3;49.33;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;3760;0;0;112692;5559.09636;112187;7720.70934;0;0;0;2161.61298;83.90974;1.7394418126;44.8100542321;530;0;0;2.29;2.69;1.33;1855;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.93;0;0;0;0;2;7813;6.5108333333;1.366056378;621;20-50;50-100;BAD;3/1/2014;208
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;6.24;6.85;HATCH-1;;2014;March;9/25/2014;9/30/2014;68.82;75.52;76.37;-1.11;68.82;68.82;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1040;0;0;112187;7720.70934;112187;8472.36224;0;0;0;751.6529;0;1.3836173585;0;0;0;0;2.57;0;1.86;750;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.47;0;0;0;0;2;7813;6.5108333333;1.3536179943;142;50-100;50-100;BAD;3/1/2014;213
REGION-1;SITE-2;119_Α7;119_ΤΣ_0714_107;ΤΣΙΠΟΥΡΑ;1.96;2.88;HATCH-2;;2014;July;1/21/2015;3/26/2015;67.5;101.95;89.81;13.52;89.9;67.5;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1420;0;0;38600;2605.5;37475;3820.57625;0;0;0;1215.07625;763.5025;1.1686509386;1.8598498368;1125;0;0;0.7;0.75;0.64;1420;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.54;0;0;1;0;3;5582.54;12.8026342163;1.7892010486;903;50-100;100-150;GOOD;7/1/2014;268
REGION-1;SITE-2;119_57;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;2.01;2.73;HATCH-1;;2014;July;2/4/2015;3/31/2015;63.21;86.62;76.67;12.98;76.57;63.21;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1568;0;0;70500;4456.305;69699;6037.32738;0;0;0;1581.02238;880.54743;0.9917633171;1.7807104383;801;0;0;0.55;0.58;0.57;1568;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.36;0;0;1;0;2;8173.04;10.2307919168;1.8182687047;807;50-100;50-100;GOOD;7/1/2014;273
REGION-1;SITE-1;121_Λ7;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;;3.83;HATCH-1;;2014;May;5/13/2014;8/31/2014;2.05;31.57;31.55;0.06;18.66;2.05;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;5543.5;0;0;170000;348.5;160894;5079.42358;0;0;0;4730.92358;2653.78204;1.1717585174;2.088905538;9106;0;0;2.85;4.09;2.49;2121.5;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.27;0;0;0;0;1;9106;5.3564705882;1.1717585174;2156;0-20;20-50;GOOD;5/1/2014;122
REGION-1;SITE-1;121_Λ7;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;3.83;5.31;HATCH-1;;2014;May;8/31/2014;9/30/2014;31.57;44.5;55;-19.09;32.31;31.57;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;4495;0;0;160894;5079.42358;158389;7048.3105;0;0;0;1968.88692;38.12501;2.283015827;117.9016084193;2505;0;0;2.49;2.94;1.14;3021;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.85;0;0;0;0;2;11611;6.83;1.4774298467;739;20-50;20-50;BAD;5/1/2014;152
REGION-1;SITE-2;119_Β6;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;1.04;1.54;HATCH-1;;2014;July;7/29/2014;8/31/2014;5.21;13.21;12.96;1.93;9.85;5.21;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1377;0;0;159500;830.995;154720;2043.8512;0;0;0;1212.8562;692.997;1.1353365716;1.9870215888;5280;0;0;3.1;3.65;2.82;664;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.68;0;0;0;0;1;5280;3.3;1.137780322;803;0-20;0-20;GOOD;7/1/2014;61
REGION-1;SITE-2;119_Β6;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;1.54;3.27;HATCH-1;;2014;July;8/31/2014;9/30/2014;13.21;29.07;29.05;0.07;13.71;13.21;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2788;0;0;154720;2043.8512;149490;4345.6743;0;0;0;2301.8231;5.6567;1.2112138418;492.8668658405;5230;0;0;3.05;4.54;2.63;1908;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;24.12;0;0;0;0;2;10510;6.56875;1.1645539504;747;0-20;20-50;GOOD;7/1/2014;91
REGION-1;SITE-2;119_Β6;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;3.27;8.92;HATCH-1;;2014;July;9/30/2014;12/19/2014;29.07;80.7;81.14;-0.54;70.2;29.07;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;10015;0;0;149490;4345.6743;146650;11834.655;0;0;0;7488.9807;5949.1557;1.3372981453;1.6834321549;2840;0;0;1.67;1.81;1.28;5905;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;22.59;0;0;0;0;2;13350;8.34375;1.2857857724;1617;20-50;50-100;BAD;7/1/2014;171
REGION-1;SITE-2;119_Β6;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;8.92;9.43;HATCH-1;;2014;July;12/19/2014;12/31/2014;80.7;85.57;85.41;0.19;84.65;80.7;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1050;0;0;146650;11834.655;146335;12521.88595;0;0;0;687.23095;552.60275;1.5278706525;1.9000991218;315;0;0;0.72;0.72;0.49;1050;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.17;0;0;0;0;2;13665;8.540625;1.3000195294;157;50-100;50-100;GOOD;7/1/2014;183
REGION-1;SITE-1;121_Λ1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;0.6;5;HATCH-1;;2014;May;5/13/2014;8/31/2014;2.7;36;36.02;-0.06;25.2;2.7;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;7090;0;0;176000;475.2;184530;6643.08;0;0;108.5;6059.38;4066.456;1.1700867085;1.7435329437;6970;0;0;2.81;3.62;2.35;2252;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.27;0;0;1;0;1;6970;3.6396866841;1.1702701855;2237;0-20;20-50;BAD;5/1/2014;122
REGION-1;SITE-1;121_Λ1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;5;7.48;HATCH-1;;2014;May;8/31/2014;9/30/2014;36;54.98;59.02;-6.85;36.79;36;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;5094;0;0;184530;6643.08;180463;9921.85574;0;0;0;3278.77574;-3.84623;1.5536286724;-1324.4137766072;4067;0;0;2.08;2.56;1.41;2820;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.85;0;0;0;0;2;10987;5.7373368146;1.2873724054;739;20-50;50-100;BAD;5/1/2014;152
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;5.45;5.8;HATCH-1;;2014;March;12/20/2014;12/31/2014;140.86;149.97;149.61;0.24;143.86;140.86;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;690;0;0;47860;6741.5596;47820;7171.5654;0;0;0;430.0058;137.8256;1.604629519;5.0063268362;80;0;0;0.9;0.92;0.57;650;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.78;0;0;1;0;1;3435.4;7.1723394971;1.3157473073;183;100-150;100-150;GOOD;3/1/2014;305
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;5.8;6.91;HATCH-1;;2014;March;12/31/2014;2/27/2015;149.97;180.18;177.28;1.64;175.83;149.97;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2505;0;0;47820;7171.5654;47460;8551.3428;0;0;0;1379.7774;1173.3264;1.815510241;2.1349557975;360;0;0;0.55;0.56;0.32;2505;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.65;0;0;0;0;3;3795.4;7.9239382102;1.3837366255;835;100-150;150-200;GOOD;3/1/2014;363
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;6.91;7.14;HATCH-1;;2014;March;2/27/2015;3/31/2015;180.18;186.54;192.65;-3.17;192.68;180.18;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1200;0;0;47460;8551.3428;47340;8830.8036;0;0;0;279.4608;570.1284;4.2939832706;2.1047890265;160;0;0;0.43;0.42;0.11;1200;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;13.85;0;0;0;0;3;3915.4;8.1744711146;1.476895735;448;150-200;150-200;BAD;3/1/2014;395
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;0.55;1.18;HATCH-4;;2014;July;8/1/2014;8/29/2014;9.58;21;22.76;-7.73;16.06;9.58;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;1268;0;0;69500;665.81;67720;1422.12;0;0;0;756.31;421.7732;1.6765611985;3.0063550742;2780;0;0;4.54;5.27;2.8;630;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.65;0;0;1;0;1;12280;15.35;1.7960302177;802;0-20;20-50;BAD;7/1/2014;59
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.18;1.23;HATCH-4;;2014;July;8/29/2014;8/31/2014;21;22;22.48;-2.14;21.5;21;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;150;0;0;67720;1422.12;67720;1489.84;0;0;0;67.72;33.86;2.2150029533;4.4300059067;100;0;0;5.15;5.21;2.33;150;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;28.07;0;0;0;0;2;12280;15.35;1.7713934202;84;20-50;20-50;BAD;7/1/2014;61
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.23;1.35;HATCH-4;;2014;July;8/31/2014;9/29/2014;22;41;40.93;0.17;22.5;22;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1836;0;0;67720;1489.84;66180;2713.38;0;0;0;1223.54;-0.79;1.5005639374;-2324.0506329114;1540;0;0;3.1;4.25;2.15;1836;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.39;0;0;0;0;2;13820;17.275;1.5899075845;825;20-50;20-50;GOOD;7/1/2014;90
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.35;1.37;HATCH-4;;2014;July;9/29/2014;9/30/2014;41;41.61;42.18;-1.35;41;41;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;100;0;0;66180;2713.38;66180;2753.7498;0;0;0;40.3698;0;2.4770992177;0;120;0;0;3.66;0;1.48;100;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;13820;17.275;1.5832848449;52;20-50;20-50;BAD;7/1/2014;91
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.37;2.07;HATCH-4;;2014;July;9/30/2014;10/30/2014;41.61;65;73.47;-11.53;59.69;41.61;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2561;0;0;66180;2753.7498;64140;4169.1;0;0;0;1415.3502;1074.7668;1.809446171;2.382842492;2040;0;0;2.5;2.62;1.49;1211;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;0;0;2;15860;19.825;1.6592167777;694;20-50;50-100;BAD;7/1/2014;121
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.07;3.04;HATCH-4;;2014;July;10/30/2014;11/26/2014;65;96;92.66;3.6;79.6;65;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2373;0;0;64140;4169.1;63705;6115.68;0;0;0;1946.58;901.818;1.2190611226;2.631351337;435;0;0;1.73;1.91;1.44;2198;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;16295;20.36875;1.4853697889;575;50-100;50-100;GOOD;7/1/2014;148
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.04;3.79;HATCH-4;;2014;July;11/26/2014;12/24/2014;96;120;113.56;5.67;108.57;96;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1724;0;0;63705;6115.68;63505;7620.6;0;0;0;1504.92;779.05785;1.1455758446;2.2129293736;210;0;0;0.9;0.95;0.8;1724;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;0;0;0;2;16495;20.61875;1.4017064749;507;50-100;100-150;GOOD;7/1/2014;176
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.79;3.88;HATCH-4;;2014;July;12/24/2014;12/31/2014;120;123.06;123.47;-0.33;121.51;120;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;350;0;0;63505;7620.6;63465;7810.0029;0;0;0;189.4029;91.03215;1.8479125716;3.8447954926;60;0;0;0.65;0.65;0.36;350;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;16535;20.66875;1.4065012394;126;100-150;100-150;BAD;7/1/2014;183
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.88;4.06;HATCH-4;;2014;July;12/31/2014;1/27/2015;123.06;129;132.99;-3;132.53;123.06;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1065;0;0;63465;7810.0029;63275;8162.475;0;0;0;352.4721;575.83285;3.0215157455;1.8494950401;190;0;0;0.49;0.49;0.17;1065;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;16725;20.90625;1.4752714233;419;100-150;100-150;BAD;7/1/2014;210
REGION-2;SITE-3;274_119-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;4.06;4.32;HATCH-4;;2014;July;1/27/2015;2/26/2015;129;138;139.44;-1.03;139.1;129;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1187;0;0;63275;8162.475;63005;8694.69;0;0;0;532.215;601.5205;2.2303016638;1.9733325797;270;0;0;0.47;0.47;0.22;736;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;16995;21.24375;1.5202859444;420;100-150;100-150;BAD;7/1/2014;240
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;;0.5;HATCH-2;;2014;September;9/2/2014;9/29/2014;3.2;6;9.74;-38.4;7.92;3.2;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;827;0;0;108780;348.096;100930;605.58;0;0;0;257.484;451.2696;3.2118500567;1.8326073815;7850;0;0;6.59;5.64;2.33;547;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.34;0;0;0;0;1;7850;7.2164000735;3.2117752146;461;0-20;0-20;BAD;9/1/2014;28
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.5;0.55;HATCH-2;;2014;September;9/29/2014;9/30/2014;6;6.56;7.21;-9.02;6.56;6;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;137;0;0;100930;605.58;100930;662.1008;0;0;0;56.5208;56.5208;2.4238864277;2.4238864277;300;0;0;21.63;21.63;8.92;137;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;7850;7.2164000735;2.8311128152;52;0-20;0-20;BAD;9/1/2014;29
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.55;1.4;HATCH-2;;2014;September;9/30/2014;10/30/2014;6.56;14;20.49;-31.67;17.13;6.56;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;2053;0;0;100930;662.1008;201750;2824.5;0;0;1857.36;305.0392;936.5167;6.7302825342;2.1921659272;8180;0;0;32.54;12.07;2.53;1591;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;1;0;2;16030;7.3606391772;1.8278286918;718;0-20;0-20;BAD;9/1/2014;59
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.4;1.41;HATCH-2;;2014;September;10/30/2014;11/26/2014;14;16;21.83;-26.71;17.65;14;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;1865;0;0;201750;2824.5;194530;3112.48;0;0;0;287.98;608.9545;6.4761441767;3.0626261896;7220;0;0;2.33;2.21;0.49;928;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;23250;10.6759114703;2.4994365804;575;0-20;0-20;BAD;9/1/2014;86
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.41;0.94;HATCH-2;;2014;September;11/26/2014;12/24/2014;16;26;22.58;15.15;21.55;16;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1164;0;0;194530;3112.48;79840;2075.84;0;2038.22;0;1001.58;646.292;1.1621637812;1.8010434912;520;0;0;-1.68;-3.81;1.73;1065;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;1;0;0;2;9883.56;11.0155682632;1.6503556953;507;0-20;20-50;GOOD;9/1/2014;114
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.94;0.99;HATCH-2;;2014;September;12/24/2014;12/31/2014;26;27.44;27.62;-0.65;26.72;26;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;175;0;0;79840;2075.84;79800;2189.712;0;0;0;113.872;56.416;1.536813264;3.1019568917;60;0;0;1.17;1.19;0.77;175;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;9923.56;11.0601496419;1.6277194704;126;20-50;20-50;BAD;9/1/2014;121
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.99;1.4;HATCH-2;;2014;September;12/31/2014;1/27/2015;27.44;39;33.15;17.65;33.01;27.44;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;650;0;0;79800;2189.712;79610;3104.79;0;0;0;915.078;438.2141;0.7103219616;1.4832932122;190;0;0;0.92;1;1.3;650;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;10113.56;11.2719111903;1.2940270508;419;20-50;20-50;GOOD;9/1/2014;148
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.4;1.69;HATCH-2;;2014;September;1/27/2015;2/26/2015;39;47;44.65;5.26;44.4;39;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;700;0;0;79610;3104.79;79360;3729.92;0;0;0;625.13;418.794;1.1197670884;1.6714661624;250;0;0;0.68;0.7;0.62;700;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;10363.56;11.5505448067;1.2523780945;420;20-50;20-50;GOOD;9/1/2014;178
REGION-2;SITE-3;274_127-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.69;2.07;HATCH-2;;2014;September;2/26/2015;3/30/2015;47;58;53.23;8.96;52.68;47;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;771;0;0;79360;3729.92;79020;4583.16;0;0;0;853.24;432.8536;0.9036144578;1.7812026976;340;0;0;0.58;0.61;0.66;683;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;10703.56;11.9294865251;1.1731018297;479;20-50;50-100;GOOD;9/1/2014;210
REGION-2;SITE-3;274_113-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.61;3.76;HATCH-4;;2014;July;1/15/2015;1/27/2015;80.75;84;83.83;0.2;83.92;80.75;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;464;0;0;90000;7267.5;89890;7550.76;0;0;0;283.26;276.0688;1.6380710301;1.6807404531;110;0;0;0.52;0.52;0.33;464;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15.64;0;0;1;0;1;8445.66;8.5886035646;1.1093735123;172;50-100;50-100;GOOD;7/1/2014;210
REGION-2;SITE-3;274_113-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.76;4.28;HATCH-4;;2014;July;1/27/2015;2/26/2015;84;96;91.08;5.4;90.73;84;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1081;0;0;89890;7550.76;89620;8603.52;0;0;0;1052.76;580.4626;1.0268247274;1.8623077525;270;0;0;0.45;0.46;0.45;1081;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;8715.66;8.8631733392;1.0928783916;420;50-100;50-100;GOOD;7/1/2014;240
REGION-2;SITE-3;274_113-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;4.28;4.8;HATCH-4;;2014;July;2/26/2015;3/30/2015;96;108;103.91;3.94;103.39;96;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1237;0;0;89620;8603.52;89280;9642.24;0;0;0;1038.72;627.1392;1.1908887862;1.9724488598;340;0;0;0.42;0.43;0.37;1237;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;9055.66;9.2089278701;1.0987472145;479;50-100;100-150;GOOD;7/1/2014;272
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;0.4;1.18;HATCH-4;;2014;July;8/1/2014;8/29/2014;3.49;10.5;10.22;2.74;6.49;3.49;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1226;0;0;137000;478.13;135345;1421.1225;0;0;0;942.9925;400.25905;1.3001163848;3.0630163141;2655;0;0;5.06;6.65;3.93;866;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.65;0;0;1;0;1;9655;6.6586206897;1.3331626829;802;0-20;0-20;GOOD;7/1/2014;59
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.18;1.24;HATCH-4;;2014;July;8/29/2014;8/31/2014;10.5;11.04;11.3;-2.3;10.77;10.5;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;150;0;0;135345;1421.1225;135345;1494.2088;0;0;0;73.0863;36.54315;2.0523682277;4.1047364554;100;0;0;5.15;5.21;2.51;150;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;28.07;0;0;0;0;2;9655;6.6586206897;1.3356515689;84;0-20;0-20;BAD;7/1/2014;61
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.24;1.59;HATCH-4;;2014;July;8/31/2014;9/29/2014;11.04;24;21.28;12.78;11.31;11.04;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;1875;0;0;135345;1494.2088;133395;3201.48;0;0;0;1707.2712;14.48865;1.098243794;129.4116429067;1950;0;0;2.89;4.31;2.68;1138;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.39;0;0;0;0;2;11605;8.0034482759;1.1693236115;825;0-20;20-50;GOOD;7/1/2014;90
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.59;1.62;HATCH-4;;2014;July;9/29/2014;9/30/2014;24;24.39;24.77;-1.53;24;24;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;125;0;0;133395;3201.48;133395;3253.50405;0;0;0;52.02405;0;2.402734889;0;120;0;0;3.87;0;1.61;125;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;11605;8.0034482759;1.1697419833;52;20-50;20-50;BAD;7/1/2014;91
